name, persistence_mode, power.draw [W], power.limit [W], clocks.current.sm [MHz], clocks.max.sm [MHz], temperature.gpu
NVIDIA GeForce GTX 1660 Ti with Max-Q Design, Disabled, 5.07 W, [N/A], 300 MHz, 2100 MHz, 46
