name, clocks.current.sm [MHz], clocks.max.sm [MHz], power.draw [W], power.limit [W], temperature.gpu
NVIDIA GeForce GTX 1660 Ti with Max-Q Design, 300 MHz, 2100 MHz, 5.46 W, [N/A], 42
